site_no,Year,UNIT_NAME
USGS-361852119350601,2002,Quaternary alluvium and marine deposits
USGS-361905119472901,2002,Quaternary alluvium and marine deposits
USGS-361948119412201,2002,Quaternary alluvium and marine deposits
USGS-362325119070501,2002,Quaternary alluvium and marine deposits
USGS-362417119533701,2002,Quaternary alluvium and marine deposits
USGS-362525119450601,2002,Quaternary alluvium and marine deposits
USGS-362527076163301,2002,"Surficial Deposits, Undivided"
USGS-362537119450902,2002,Quaternary alluvium and marine deposits
USGS-362552089032001,2002,Loess
USGS-362646076361607,2002,"Yorktown Formation and Duplin Formation, Undivided"
USGS-363029119202001,2002,Older Quaternary alluvium and marine deposits
USGS-363106076113201,2002,"Surficial Deposits, Undivided"
USGS-363123119585001,2002,Quaternary alluvium and marine deposits
USGS-363529076291701,2002,water
USGS-363924119530401,2002,Quaternary alluvium and marine deposits
USGS-363939093552301,2002,Osagean Series
USGS-363948076112601,2002,Tabb Formation; Lynnhaven Member
USGS-364024119464201,2002,Quaternary alluvium and marine deposits
USGS-364535076041201,2002,Tabb Formation; Lynnhaven Member
USGS-364807119551001,2002,Older Quaternary alluvium and marine deposits
USGS-364959119375201,2002,Older Quaternary alluvium and marine deposits
USGS-365000100451201,2002,Dune Sand
USGS-365015100441801,2002,Ogallala Formation
USGS-365029100433601,2002,Permian rocks undifferentiated
USGS-365030100452801,2002,Ogallala Formation
USGS-365302094054901,2002,Osagean Series
USGS-365329119321701,2002,Older Quaternary alluvium and marine deposits
USGS-365428094441701,2002,Alluvium
USGS-365439119573301,2002,Older Quaternary alluvium and marine deposits
USGS-370039120053102,2002,Quaternary alluvium and marine deposits
USGS-370046120212001,2002,Quaternary alluvium and marine deposits
USGS-370618120190101,2002,Quaternary alluvium and marine deposits
USGS-371046093231101,2002,Osagean Series
USGS-371548120224101,2002,Quaternary alluvium and marine deposits
USGS-371651120175701,2002,Quaternary alluvium and marine deposits
USGS-372000088431001,2002,Upper Pope Group (Tar Springs Sandstone through Kinkaid Limestone)
USGS-372207120381202,2002,"Quaternary sand deposits, unit 2 (inland)"
USGS-372323120554401,2002,Quaternary alluvium and marine deposits
USGS-372354093545501,2002,Meramecian Series
USGS-372412120393401,2002,"Quaternary sand deposits, unit 2 (inland)"
USGS-372602120325101,2002,"Quaternary sand deposits, unit 2 (inland)"
USGS-372617120530201,2002,Quaternary alluvium and marine deposits
USGS-372624120530302,2002,Quaternary alluvium and marine deposits
USGS-372742120443601,2002,Quaternary alluvium and marine deposits
USGS-372933120565901,2002,Quaternary alluvium and marine deposits
USGS-373114120595001,2002,Quaternary alluvium and marine deposits
USGS-373240120473202,2002,Quaternary alluvium and marine deposits
USGS-373349121032302,2002,Quaternary alluvium and marine deposits
USGS-373351121032301,2002,Quaternary alluvium and marine deposits
USGS-373700121071001,2002,Quaternary alluvium and marine deposits
USGS-373753120474602,2002,Quaternary alluvium and marine deposits
USGS-373819120541901,2002,Quaternary alluvium and marine deposits
USGS-373843120583901,2002,Quaternary alluvium and marine deposits
USGS-373857092125501,2002,Roubidoux Formation
USGS-373857120561901,2002,Quaternary alluvium and marine deposits
USGS-373938120554801,2002,Quaternary alluvium and marine deposits
USGS-373946120571001,2002,Quaternary alluvium and marine deposits
USGS-373948120551001,2002,Quaternary alluvium and marine deposits
USGS-374012121002101,2002,Quaternary alluvium and marine deposits
USGS-374021120581201,2002,Quaternary alluvium and marine deposits
USGS-374024121014901,2002,Quaternary alluvium and marine deposits
USGS-374032120565101,2002,Quaternary alluvium and marine deposits
USGS-374035092091501,2002,"Smithville Dolomite, Powell Dolomite, Cotter Dolomite, Jefferson City Dolomite"
USGS-374043121100301,2002,Quaternary alluvium and marine deposits
USGS-374102092092301,2002,"Smithville Dolomite, Powell Dolomite, Cotter Dolomite, Jefferson City Dolomite"
USGS-374103092101401,2002,"Smithville Dolomite, Powell Dolomite, Cotter Dolomite, Jefferson City Dolomite"
USGS-374107092091001,2002,"Smithville Dolomite, Powell Dolomite, Cotter Dolomite, Jefferson City Dolomite"
USGS-374109092091401,2002,"Smithville Dolomite, Powell Dolomite, Cotter Dolomite, Jefferson City Dolomite"
USGS-374109121000101,2002,Quaternary alluvium and marine deposits
USGS-374123120581101,2002,Quaternary alluvium and marine deposits
USGS-374132092100301,2002,"Smithville Dolomite, Powell Dolomite, Cotter Dolomite, Jefferson City Dolomite"
USGS-374137121012501,2002,Quaternary alluvium and marine deposits
USGS-374148120581601,2002,Quaternary alluvium and marine deposits
USGS-374208120594801,2002,Quaternary alluvium and marine deposits
USGS-374213121025601,2002,Quaternary alluvium and marine deposits
USGS-374252092114801,2002,"Smithville Dolomite, Powell Dolomite, Cotter Dolomite, Jefferson City Dolomite"
USGS-374303092030701,2002,Gasconade Dolomite
USGS-374305092042601,2002,Gasconade Dolomite
USGS-374307121040101,2002,Quaternary alluvium and marine deposits
USGS-374308092072701,2002,Roubidoux Formation
USGS-374312092064801,2002,Roubidoux Formation
USGS-374321092082901,2002,Roubidoux Formation
USGS-374327092111401,2002,Roubidoux Formation
USGS-374358092041201,2002,Gasconade Dolomite
USGS-374614106000701,2002,Unclassified surficial deposits and underlying Alamosa Fm in San Luis Valley
USGS-374902121031101,2002,Quaternary alluvium and marine deposits
USGS-375115097294601,2002,Alluvium
USGS-375115097313601,2002,Alluvium
USGS-375116097274701,2002,Alluvium
USGS-375116097274702,2002,Alluvium
USGS-375141097253801,2002,Alluvium
USGS-375247097300101,2002,Alluvium
USGS-375258097340601,2002,Alluvium
USGS-375258097340602,2002,Alluvium
USGS-375259097252901,2002,Alluvium
USGS-375300097255801,2002,Alluvium
USGS-375300097321101,2002,Alluvium
USGS-375304097291301,2002,Alluvium
USGS-375326097274501,2002,Alluvium
USGS-375412092090001,2002,Roubidoux Formation
USGS-375420097300201,2002,Alluvium
USGS-375434097321301,2002,Dune Sand
USGS-375445097274801,2002,Alluvium
USGS-375445097365404,2002,Alluvium
USGS-375446097390701,2002,Alluvium
USGS-375446097390702,2002,Alluvium
USGS-375508097342401,2002,Alluvium
USGS-375604097363601,2002,Alluvium
USGS-375628097270801,2002,Alluvium
USGS-375628097271701,2002,Alluvium
USGS-375629097274801,2002,Alluvium
USGS-375629097293701,2002,Alluvium
USGS-375629097293702,2002,Alluvium
USGS-375629097323501,2002,Alluvium
USGS-375630097342701,2002,Alluvium
USGS-375630097342702,2002,Alluvium
USGS-375642097385304,2002,Alluvium
USGS-375748097363801,2002,Alluvium
USGS-375814097300001,2002,Alluvium
USGS-375814097324701,2002,Alluvium
USGS-375814097342701,2002,Alluvium
USGS-375815097385001,2002,Alluvium
USGS-375932097321301,2002,Loess
USGS-375958097300001,2002,Alluvium
USGS-375958097300002,2002,Alluvium
USGS-375958097363801,2002,Alluvium
USGS-375959097344201,2002,Alluvium
USGS-380016097384901,2002,Alluvium
USGS-380016097384902,2002,Alluvium
USGS-380028097311001,2002,Alluvium
USGS-380028097311002,2002,Alluvium
USGS-380051097330901,2002,Loess
USGS-380051097335501,2002,Alluvium
USGS-380130097385001,2002,Alluvium
USGS-380142097363601,2002,Alluvium
USGS-380143097344201,2002,Loess
USGS-380143097344202,2002,Loess
USGS-380144097371101,2002,Alluvium
USGS-380231079091101,2002,Conococheague Formation
USGS-380237097324401,2002,Alluvium
USGS-380328097342501,2002,Dune Sand
USGS-380328097342502,2002,Dune Sand
USGS-380329097334601,2002,Alluvium
USGS-380329097363701,2002,Dune Sand
USGS-380329097363703,2002,Dune Sand
USGS-380333097335001,2002,Alluvium
USGS-380336097335801,2002,Alluvium
USGS-380338097340201,2002,Alluvium
USGS-380344097340401,2002,Alluvium
USGS-380356097340901,2002,Alluvium
USGS-380358097341301,2002,Alluvium
USGS-380421097385001,2002,Dune Sand
USGS-380421097385002,2002,Dune Sand
USGS-380424097343801,2002,Alluvium
USGS-380524121115401,2002,Quaternary alluvium and marine deposits
USGS-380641079091101,2002,Conococheague Formation
USGS-380643097353001,2002,Alluvium
USGS-380805089594701,2002,Lower Pope Group (Aux Vases Sandstone through Glen Dean Limestone)
USGS-380831078522401,2002,Elbrook Formation
USGS-381031079110601,2002,Elbrook Formation
USGS-381238090160001,2002,Warsaw Formation and Salem Limestone
USGS-381526078500601,2002,Conococheague Formation
USGS-381731121183001,2002,Quaternary alluvium and marine deposits
USGS-382014079052701,2002,Conococheague Formation
USGS-382253079021201,2002,Conococheague Formation
USGS-382343076302901,2002,Lowland Deposits
USGS-382456076562201,2002,Lowland Deposits
USGS-382556078565401,2002,Beekmantown Group
USGS-382757121261101,2002,Quaternary alluvium and marine deposits
USGS-382800121270701,2002,Quaternary alluvium and marine deposits
USGS-382859078544401,2002,"Edinburg Formation, Lincolnshire and New Market Limestones"
USGS-382941121320501,2002,Quaternary alluvium and marine deposits
USGS-383124088135401,2002,Mattoon Formation
USGS-383422077114601,2002,Lowland Deposits
USGS-383645078452101,2002,Conococheague Formation
USGS-383746121291101,2002,Quaternary alluvium and marine deposits
USGS-384037078281201,2002,Beekmantown Group
USGS-384145121184101,2002,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-384330121293901,2002,Quaternary alluvium and marine deposits
USGS-384417090005201,2002,Carbondale Formation
USGS-384556078385101,2002,"Edinburg Formation, Lincolnshire and New Market Limestones"
USGS-384631075524901,2002,Upland Deposits (Eastern Shore)
USGS-384637075153201,2002,Chesapeake Group
USGS-384946076002201,2002,Upland Deposits (Eastern Shore)
USGS-385003079222601,2002,"Tonoloway, Wills Creek, and Williamsport Formations"
USGS-385132092263301,2002,Holocene series
USGS-385134075480401,2002,Upland Deposits (Eastern Shore)
USGS-385218092262001,2002,Holocene series
USGS-385235090072601,2002,Ste. Genevieve Limestone
USGS-385328092265902,2002,Holocene series
USGS-385406092261401,2002,Osagean Series
USGS-385431121451401,2002,Quaternary alluvium and marine deposits
USGS-385521078281601,2002,Beekmantown Group
USGS-385623076274401,2002,Lowland Deposits
USGS-385844076380301,2002,Pamunkey Group; Aquia Formation
USGS-390127076240301,2002,Lowland Deposits
USGS-390339078070901,2002,Beekmantown Group
USGS-390622076272601,2002,Matawan Formation
USGS-390629076273601,2002,Matawan Formation
USGS-390643074522501,2002,Unnamed Formation at Cape May
USGS-390644087391802,2002,Shelburn-Patoka Formations undivided
USGS-390700078151801,2002,Conococheague Formation
USGS-390708119450301,2002,"Alluvium, undifferentiated"
USGS-390720119442501,2002,"Alluvium, undifferentiated"
USGS-390732119455601,2002,"Alluvium, undifferentiated"
USGS-390758119453701,2002,"Alluvium, undifferentiated"
USGS-390809119454401,2002,"Alluvium, undifferentiated"
USGS-390810119450101,2002,"Alluvium, undifferentiated"
USGS-390834119450701,2002,"Alluvium, undifferentiated"
USGS-390839119462701,2002,"Alluvium, undifferentiated"
USGS-390856122044301,2002,Quaternary alluvium and marine deposits
USGS-390941119424601,2002,"Playa, lake bed, and flood plain deposits"
USGS-390943119474801,2002,"Playa, lake bed, and flood plain deposits"
USGS-390950119452901,2002,"Playa, lake bed, and flood plain deposits"
USGS-391007119471102,2002,"Playa, lake bed, and flood plain deposits"
USGS-391016119433901,2002,"Alluvium, undifferentiated"
USGS-391021094242301,2002,Holocene series
USGS-391021094242302,2002,Holocene series
USGS-391029094240201,2002,Holocene series
USGS-391029094240202,2002,Holocene series
USGS-391030119480701,2002,Metavolcanic rocks
USGS-391031119462301,2002,"Playa, lake bed, and flood plain deposits"
USGS-391032076385907,2002,"Potomac Group, including Raritan and Patapsco Formations, Arundel Clay, and Patuxent Formation"
USGS-391035119471501,2002,"Alluvium, undifferentiated"
USGS-391055119451801,2002,"Playa, lake bed, and flood plain deposits"
USGS-391058119424602,2002,"Alluvium, undifferentiated"
USGS-391110119460601,2002,"Playa, lake bed, and flood plain deposits"
USGS-391110119460602,2002,"Playa, lake bed, and flood plain deposits"
USGS-391111119481901,2002,"Alluvium, undifferentiated"
USGS-391113119471501,2002,"Alluvium, undifferentiated"
USGS-391126119423201,2002,"Alluvium, undifferentiated"
USGS-391127119442501,2002,"Alluvium, undifferentiated"
USGS-391133119461701,2002,"Playa, lake bed, and flood plain deposits"
USGS-391200077520401,2002,Elbrook Formation
USGS-391231119442903,2002,"Alluvium, undifferentiated"
USGS-391240075432001,2002,Chesapeake Group
USGS-391251087393801,2002,Bond Formation
USGS-391254077244201,2002,Urbana Formation
USGS-391317077555801,2002,Conococheague Formation
USGS-391403077114001,2002,Wissahickon Formation (Undivided)
USGS-391411090072001,2002,Shelburn-Patoka Formations undivided
USGS-391440076555402,2002,Wissahickon Formation; Lower Pelitic Schist
USGS-391839077563101,2002,Rockdale Run Formation
USGS-391923077551801,2002,Stonehenge Limestone
USGS-392033077530301,2002,Conococheague Formation
USGS-392117077554501,2002,Rockdale Run Formation
USGS-392154089413401,2002,Shelburn-Patoka Formations undivided
USGS-392345077082701,2002,Marburg Schist
USGS-392403075362101,2002,Chesapeake Group
USGS-392418087392101,2002,Bond Formation
USGS-392422089411901,2002,Bond Formation
USGS-392438089262101,2002,Bond Formation
USGS-392439089262001,2002,Bond Formation
USGS-392507119462001,2002,Older gravels
USGS-392541119463101,2002,Older gravels
USGS-392558075051901,2002,Cohansey Formation
USGS-392604121531801,2002,Quaternary alluvium and marine deposits
USGS-392650077343001,2002,Swift Run Formation
USGS-392721076150302,2002,Lowland Deposits
USGS-392726119460101,2002,Older alluvium and alluvial fan deposits
USGS-392744119464601,2002,Older alluvium and alluvial fan deposits
USGS-392810122080901,2002,Quaternary alluvium and marine deposits
USGS-392820075144301,2002,Cohansey Formation
USGS-392837119485901,2002,Younger andesite and intermediate flows and breccias
USGS-392918119464901,2002,Older alluvium and alluvial fan deposits
USGS-392927119475201,2002,Older gravels
USGS-392929077530201,2002,"Ordovician, middle calcareous units"
USGS-392937119452601,2002,Older alluvium and alluvial fan deposits
USGS-392944119440301,2002,Older alluvium and alluvial fan deposits
USGS-393006119462801,2002,Older alluvium and alluvial fan deposits
USGS-393023119513701,2002,Older alluvium and alluvial fan deposits
USGS-393033119465401,2002,Older alluvium and alluvial fan deposits
USGS-393050074412501,2002,Cohansey Formation
USGS-393050119552401,2002,Older alluvium and alluvial fan deposits
USGS-393051075134601,2002,Cohansey Formation
USGS-393054119445501,2002,Older alluvium and alluvial fan deposits
USGS-393104075122201,2002,Cohansey Formation
USGS-393105075122201,2002,Cohansey Formation
USGS-393108077561101,2002,Rockdale Run Formation
USGS-393108119415102,2002,Younger andesite and intermediate flows and breccias
USGS-393119086154101,2002,Borden Group
USGS-393123119452301,2002,Older alluvium and alluvial fan deposits
USGS-393208119491401,2002,Older alluvium and alluvial fan deposits
USGS-393210077392901,2002,Tomstown Dolomite
USGS-393214075155601,2002,Cohansey Formation
USGS-393214075155602,2002,Cohansey Formation
USGS-393223085534001,2002,Muscatatuck Group
USGS-393230085375302,2002,Muscatatuck Group
USGS-393249119422901,2002,Older alluvium and alluvial fan deposits
USGS-393319077560801,2002,Conococheague Formation
